Filename,main_th,main_th_sd,main_th_min,main_th_max
F_CYL_OUTR_2_LEN_52_OVERSAMPLE_SKEL,1,0,1,1
F_CYL_OUTR_2_LEN_62_OVERSAMPLE_SKEL,1,0,1,1
F_CYL_OUTR_2_LEN_72_OVERSAMPLE_SKEL,1,0,1,1
F_CYL_OUTR_2_LEN_82_OVERSAMPLE_SKEL,1,0,1,1
F_CYL_OUTR_2_LEN_92_OVERSAMPLE_SKEL,1,0,1,1
F_CYL_OUTR_20_LEN_102_OVERSAMPLE_SKEL,18.57224043,0.411669638,3,18.60107524
F_CYL_OUTR_20_LEN_112_OVERSAMPLE_SKEL,18.57292473,0.395895462,3,18.60107524
F_CYL_OUTR_20_LEN_12_OVERSAMPLE_SKEL,10.98850462,0.128697476,7.615773106,11
F_CYL_OUTR_20_LEN_122_OVERSAMPLE_SKEL,18.57349131,0.382341726,3,18.60107524
F_CYL_OUTR_20_LEN_132_OVERSAMPLE_SKEL,18.57396814,0.370550244,3,18.60107524
F_CYL_OUTR_20_LEN_142_OVERSAMPLE_SKEL,18.57437499,0.3601839,3,18.60107524
F_CYL_OUTR_20_LEN_152_OVERSAMPLE_SKEL,18.5747262,0.350988529,3,18.60107524
F_CYL_OUTR_20_LEN_162_OVERSAMPLE_SKEL,18.57503246,0.342768492,3,18.60107524
F_CYL_OUTR_20_LEN_172_OVERSAMPLE_SKEL,18.57530189,0.335370487,3,18.60107524
F_CYL_OUTR_20_LEN_182_OVERSAMPLE_SKEL,18.57554074,0.328672507,3,18.60107524
F_CYL_OUTR_20_LEN_192_OVERSAMPLE_SKEL,18.57575394,0.322576118,3,18.60107524
F_CYL_OUTR_20_LEN_2_OVERSAMPLE_SKEL,1,0,1,1
F_CYL_OUTR_20_LEN_22_OVERSAMPLE_SKEL,18.53647006,0.913269036,3,18.60107524
F_CYL_OUTR_20_LEN_32_OVERSAMPLE_SKEL,18.55285908,0.727929559,3,18.60107524
F_CYL_OUTR_20_LEN_42_OVERSAMPLE_SKEL,18.56020903,0.627130348,3,18.60107524
F_CYL_OUTR_20_LEN_52_OVERSAMPLE_SKEL,18.56438149,0.56187615,3,18.60107524
F_CYL_OUTR_20_LEN_62_OVERSAMPLE_SKEL,18.56707075,0.515440806,3,18.60107524
F_CYL_OUTR_20_LEN_72_OVERSAMPLE_SKEL,18.5689483,0.480358461,3,18.60107524
F_CYL_OUTR_20_LEN_82_OVERSAMPLE_SKEL,18.57033347,0.452732276,3,18.60107524
F_CYL_OUTR_20_LEN_92_OVERSAMPLE_SKEL,18.57139748,0.430305404,3,18.60107524
F_CYL_OUTR_21_LEN_102_OVERSAMPLE_SKEL,19.80878533,0.577673856,1,19.84943324
F_CYL_OUTR_21_LEN_112_OVERSAMPLE_SKEL,19.81103834,0.551658587,1,19.84943324
F_CYL_OUTR_21_LEN_12_OVERSAMPLE_SKEL,10.9916786,0.095333606,9.899494937,11
F_CYL_OUTR_21_LEN_122_OVERSAMPLE_SKEL,19.81289967,0.529194921,1,19.84943324
F_CYL_OUTR_21_LEN_132_OVERSAMPLE_SKEL,19.81446329,0.509554134,1,19.84943324
F_CYL_OUTR_21_LEN_142_OVERSAMPLE_SKEL,19.81579534,0.492200399,1,19.84943324
F_CYL_OUTR_21_LEN_152_OVERSAMPLE_SKEL,19.81694371,0.476729799,1,19.84943324
F_CYL_OUTR_21_LEN_162_OVERSAMPLE_SKEL,19.81794394,0.462831355,1,19.84943324
F_CYL_OUTR_21_LEN_172_OVERSAMPLE_SKEL,19.81882297,0.450261254,1,19.84943324
F_CYL_OUTR_21_LEN_182_OVERSAMPLE_SKEL,19.81960156,0.438825304,1,19.84943324
