Filename,main_th,main_th_sd,main_th_min,main_th_max
H_CYL_OUTR_26_INR_16_LEN_112_OVERSAMPLE_SKEL,4.535699711,0.659100354,1,5
H_CYL_OUTR_26_INR_16_LEN_12_OVERSAMPLE_SKEL,4.555344573,0.629595608,1.414213562,5
H_CYL_OUTR_26_INR_16_LEN_122_OVERSAMPLE_SKEL,4.53639592,0.658879334,1,5
H_CYL_OUTR_26_INR_16_LEN_132_OVERSAMPLE_SKEL,4.536983605,0.658692135,1,5
H_CYL_OUTR_26_INR_16_LEN_142_OVERSAMPLE_SKEL,4.537486305,0.658531549,1,5
H_CYL_OUTR_26_INR_16_LEN_152_OVERSAMPLE_SKEL,4.537921213,0.658392277,1,5
H_CYL_OUTR_26_INR_16_LEN_162_OVERSAMPLE_SKEL,4.538301174,0.658270342,1,5
H_CYL_OUTR_26_INR_16_LEN_172_OVERSAMPLE_SKEL,4.538635984,0.658162696,1,5
H_CYL_OUTR_26_INR_16_LEN_182_OVERSAMPLE_SKEL,4.538933239,0.658066967,1,5
H_CYL_OUTR_26_INR_16_LEN_192_OVERSAMPLE_SKEL,4.539198922,0.65798128,1,5
H_CYL_OUTR_26_INR_16_LEN_2_OVERSAMPLE_SKEL,1,0,1,1
H_CYL_OUTR_26_INR_16_LEN_22_OVERSAMPLE_SKEL,4.495202162,0.670588988,1,5
H_CYL_OUTR_26_INR_16_LEN_32_OVERSAMPLE_SKEL,4.512420014,0.666029708,1,5
H_CYL_OUTR_26_INR_16_LEN_42_OVERSAMPLE_SKEL,4.520647841,0.663682216,1,5
H_CYL_OUTR_26_INR_16_LEN_52_OVERSAMPLE_SKEL,4.525469007,0.662255321,1,5
H_CYL_OUTR_26_INR_16_LEN_62_OVERSAMPLE_SKEL,4.52863638,0.661297084,1,5
H_CYL_OUTR_26_INR_16_LEN_72_OVERSAMPLE_SKEL,4.530876324,0.660609419,1,5
H_CYL_OUTR_26_INR_16_LEN_82_OVERSAMPLE_SKEL,4.532544155,0.660091991,1,5
H_CYL_OUTR_26_INR_16_LEN_92_OVERSAMPLE_SKEL,4.533834241,0.659688585,1,5
H_CYL_OUTR_26_INR_21_LEN_102_OVERSAMPLE_SKEL,1.353250059,0.146749314,1,1.414213562
H_CYL_OUTR_26_INR_21_LEN_112_OVERSAMPLE_SKEL,1.353213488,0.146785725,1,1.414213562
H_CYL_OUTR_26_INR_21_LEN_12_OVERSAMPLE_SKEL,1.355598436,0.144372599,1,1.414213562
H_CYL_OUTR_26_INR_21_LEN_122_OVERSAMPLE_SKEL,1.353183024,0.146816042,1,1.414213562
H_CYL_OUTR_26_INR_21_LEN_132_OVERSAMPLE_SKEL,1.353157254,0.146841677,1,1.414213562
H_CYL_OUTR_26_INR_21_LEN_142_OVERSAMPLE_SKEL,1.353135171,0.146863638,1,1.414213562
H_CYL_OUTR_26_INR_21_LEN_152_OVERSAMPLE_SKEL,1.353116038,0.14688266,1,1.414213562
H_CYL_OUTR_26_INR_21_LEN_162_OVERSAMPLE_SKEL,1.353099299,0.146899297,1,1.414213562
H_CYL_OUTR_26_INR_21_LEN_172_OVERSAMPLE_SKEL,1.353084532,0.146913972,1,1.414213562
